sea-zip-id,zip,fips,year
zip-2018-164,31537,13039,2018
zip-2018-165,31569,13039,2018
zip-2018-166,31565,13039,2018
zip-2018-167,31558,13039,2018
zip-2018-168,31566,13039,2018
zip-2018-169,31547,13039,2018
zip-2018-170,30420,13043,2018
zip-2018-171,30452,13043,2018
zip-2018-172,30471,13043,2018
zip-2018-173,30439,13043,2018
zip-2018-174,30451,13043,2018
zip-2018-175,30179,13045,2018
zip-2018-176,30185,13045,2018
zip-2018-177,30108,13045,2018
zip-2018-178,30118,13045,2018
zip-2018-179,30187,13045,2018
zip-2018-180,30150,13045,2018
zip-2018-181,30112,13045,2018
zip-2018-182,30180,13045,2018
zip-2018-183,30109,13045,2018
zip-2018-184,30110,13045,2018
zip-2018-185,30116,13045,2018
zip-2018-186,30170,13045,2018
zip-2018-187,30119,13045,2018
zip-2018-188,30117,13045,2018
zip-2018-189,30182,13045,2018
zip-2018-190,30707,13047,2018
zip-2018-191,30741,13047,2018
zip-2018-192,30736,13047,2018
zip-2018-193,30710,13047,2018
zip-2018-194,30742,13047,2018
zip-2018-195,30755,13047,2018
zip-2018-196,30739,13047,2018
zip-2018-197,30726,13047,2018
zip-2018-198,31537,13049,2018
zip-2018-199,31631,13049,2018
zip-2018-200,31562,13049,2018
zip-2018-201,31553,13049,2018
zip-2018-202,31302,13051,2018
zip-2018-203,31408,13051,2018
zip-2018-204,31411,13051,2018
zip-2018-205,31410,13051,2018
zip-2018-206,31420,13051,2018
zip-2018-207,31312,13051,2018
zip-2018-208,31322,13051,2018
zip-2018-209,31328,13051,2018
zip-2018-210,31415,13051,2018
zip-2018-211,31414,13051,2018
zip-2018-212,31403,13051,2018
zip-2018-213,31401,13051,2018
zip-2018-214,31404,13051,2018
zip-2018-215,31407,13051,2018
zip-2018-216,31405,13051,2018
zip-2018-217,31416,13051,2018
zip-2018-218,31409,13051,2018
zip-2018-219,31418,13051,2018
zip-2018-220,31402,13051,2018
zip-2018-221,31406,13051,2018
zip-2018-222,31419,13051,2018
zip-2018-223,31421,13051,2018
zip-2018-224,31412,13051,2018
zip-2018-225,31905,13053,2018
zip-2018-226,31805,13053,2018
zip-2018-227,31995,13053,2018
zip-2018-228,30105,13055,2018
zip-2018-229,30165,13055,2018
zip-2018-230,30730,13055,2018
zip-2018-231,30731,13055,2018
zip-2018-232,30753,13055,2018
zip-2018-233,30747,13055,2018
zip-2018-234,30534,13057,2018
zip-2018-235,30107,13057,2018
zip-2018-236,30188,13057,2018
zip-2018-237,30075,13057,2018
zip-2018-238,30102,13057,2018
zip-2018-239,30184,13057,2018
zip-2018-240,30101,13057,2018
zip-2018-241,30169,13057,2018
zip-2018-242,30151,13057,2018
zip-2018-243,30028,13057,2018
zip-2018-244,30114,13057,2018
zip-2018-245,30139,13057,2018
zip-2018-246,30189,13057,2018
zip-2018-247,30115,13057,2018
zip-2018-248,30183,13057,2018
zip-2018-249,30142,13057,2018
zip-2018-250,30040,13057,2018
zip-2018-251,30066,13057,2018
zip-2018-252,30143,13057,2018
zip-2018-253,30004,13057,2018
zip-2018-254,30146,13057,2018
zip-2018-255,30604,13059,2018
zip-2018-256,30603,13059,2018
zip-2018-257,30607,13059,2018
zip-2018-258,30683,13059,2018
zip-2018-259,30605,13059,2018
zip-2018-260,30606,13059,2018
zip-2018-261,30622,13059,2018
zip-2018-262,30602,13059,2018
zip-2018-263,30608,13059,2018
zip-2018-264,30601,13059,2018
zip-2018-265,30646,13059,2018
zip-2018-266,30609,13059,2018
zip-2018-267,39854,13061,2018
zip-2018-268,39867,13061,2018
zip-2018-269,39846,13061,2018
zip-2018-270,39824,13061,2018
zip-2018-271,39823,13061,2018
zip-2018-272,39836,13061,2018
zip-2018-273,39851,13061,2018
zip-2018-274,30236,13063,2018
zip-2018-275,30296,13063,2018
zip-2018-276,30250,13063,2018
zip-2018-277,30273,13063,2018
zip-2018-278,30354,13063,2018
zip-2018-279,30228,13063,2018
zip-2018-280,30274,13063,2018
zip-2018-281,30294,13063,2018
zip-2018-282,30298,13063,2018
zip-2018-283,30337,13063,2018
zip-2018-284,30344,13063,2018
zip-2018-285,30238,13063,2018
zip-2018-286,30288,13063,2018
zip-2018-287,30215,13063,2018
zip-2018-288,30260,13063,2018
zip-2018-289,30281,13063,2018
zip-2018-290,30297,13063,2018
zip-2018-291,30320,13063,2018
zip-2018-292,30287,13063,2018
zip-2018-293,30349,13063,2018
zip-2018-294,30237,13063,2018
zip-2018-295,31642,13065,2018
zip-2018-296,31631,13065,2018
zip-2018-297,31634,13065,2018
zip-2018-298,31623,13065,2018
zip-2018-299,31635,13065,2018
zip-2018-300,31630,13065,2018
zip-2018-301,31649,13065,2018
zip-2018-302,30068,13067,2018
zip-2018-303,30144,13067,2018
zip-2018-304,30157,13067,2018
zip-2018-305,30339,13067,2018
zip-2018-306,30069,13067,2018
zip-2018-307,30127,13067,2018
zip-2018-308,30152,13067,2018
zip-2018-309,30188,13067,2018
zip-2018-310,30065,13067,2018
zip-2018-311,30075,13067,2018
zip-2018-312,30102,13067,2018
zip-2018-313,30007,13067,2018
zip-2018-314,30008,13067,2018
zip-2018-315,30101,13067,2018
zip-2018-316,30168,13067,2018
zip-2018-317,30081,13067,2018
zip-2018-318,30090,13067,2018
zip-2018-319,30061,13067,2018
zip-2018-320,30080,13067,2018
zip-2018-321,30063,13067,2018
zip-2018-322,30060,13067,2018
zip-2018-323,30062,13067,2018
zip-2018-324,30082,13067,2018
zip-2018-325,30122,13067,2018
zip-2018-326,30126,13067,2018
zip-2018-327,30160,13067,2018
zip-2018-328,30066,13067,2018
zip-2018-329,30067,13067,2018
zip-2018-330,31139,13067,2018
zip-2018-331,30006,13067,2018
zip-2018-332,30064,13067,2018
zip-2018-333,30106,13067,2018
zip-2018-334,30141,13067,2018
zip-2018-335,30111,13067,2018
zip-2018-336,30156,13067,2018
zip-2018-337,31532,13069,2018
zip-2018-338,31552,13069,2018
zip-2018-339,31624,13069,2018
zip-2018-340,31642,13069,2018
zip-2018-341,31650,13069,2018
zip-2018-342,31519,13069,2018
zip-2018-343,31533,13069,2018
zip-2018-344,31535,13069,2018
zip-2018-345,31567,13069,2018
zip-2018-346,31798,13069,2018
zip-2018-347,31534,13069,2018
zip-2018-348,31554,13069,2018
zip-2018-349,31512,13069,2018
zip-2018-350,31738,13071,2018
zip-2018-351,31744,13071,2018
zip-2018-352,31775,13071,2018
zip-2018-353,31778,13071,2018
zip-2018-354,31773,13071,2018
zip-2018-355,31776,13071,2018
zip-2018-356,31722,13071,2018
zip-2018-357,31788,13071,2018
zip-2018-358,31784,13071,2018
zip-2018-359,31765,13071,2018
zip-2018-360,31768,13071,2018
zip-2018-361,31753,13071,2018
zip-2018-362,31789,13071,2018
zip-2018-363,31637,13071,2018
zip-2018-364,31771,13071,2018
zip-2018-365,31747,13071,2018
zip-2018-366,31756,13071,2018
zip-2018-367,30824,13073,2018
zip-2018-368,30814,13073,2018
zip-2018-369,30809,13073,2018
zip-2018-370,30909,13073,2018
zip-2018-371,30802,13073,2018
zip-2018-372,30907,13073,2018
zip-2018-373,30813,13073,2018
zip-2018-374,30917,13073,2018
zip-2018-375,31647,13075,2018
zip-2018-376,31627,13075,2018
zip-2018-377,31620,13075,2018
zip-2018-378,31632,13075,2018
zip-2018-379,31637,13075,2018
zip-2018-380,30271,13077,2018
zip-2018-381,30265,13077,2018
zip-2018-382,30217,13077,2018
zip-2018-383,30251,13077,2018
zip-2018-384,30230,13077,2018
zip-2018-385,30289,13077,2018
zip-2018-386,30275,13077,2018
zip-2018-387,30220,13077,2018
zip-2018-388,30276,13077,2018
zip-2018-389,30268,13077,2018
zip-2018-390,30277,13077,2018
zip-2018-391,30229,13077,2018
zip-2018-392,30259,13077,2018
zip-2018-393,30263,13077,2018
zip-2018-394,30264,13077,2018
zip-2018-395,31016,13079,2018
zip-2018-396,31078,13079,2018
zip-2018-397,31066,13079,2018
zip-2018-398,31008,13079,2018
zip-2018-399,31030,13079,2018
zip-2018-400,31052,13079,2018
zip-2018-401,31050,13079,2018
zip-2018-402,31072,13081,2018
zip-2018-403,31092,13081,2018
zip-2018-404,31015,13081,2018
zip-2018-405,31714,13081,2018
zip-2018-406,31796,13081,2018
zip-2018-407,31079,13081,2018
zip-2018-408,31712,13081,2018
zip-2018-409,31010,13081,2018
zip-2018-410,30752,13083,2018
zip-2018-411,30738,13083,2018
zip-2018-412,30750,13083,2018
zip-2018-413,30731,13083,2018
zip-2018-414,30757,13083,2018
zip-2018-415,30534,13085,2018
zip-2018-416,30536,13085,2018
zip-2018-417,30533,13085,2018
zip-2018-418,30028,13085,2018
zip-2018-419,30143,13085,2018
zip-2018-420,30148,13085,2018
zip-2018-421,30641,13085,2018
zip-2018-422,39834,13087,2018
zip-2018-423,39825,13087,2018
zip-2018-424,39817,13087,2018
zip-2018-425,39815,13087,2018
zip-2018-426,39818,13087,2018
zip-2018-427,39852,13087,2018
zip-2018-428,39819,13087,2018
zip-2018-429,31730,13087,2018
zip-2018-430,39837,13087,2018
zip-2018-431,39897,13087,2018
zip-2018-432,30032,13089,2018
zip-2018-433,30319,13089,2018
zip-2018-434,30339,13089,2018
zip-2018-435,30031,13089,2018
zip-2018-436,31107,13089,2018
zip-2018-437,30083,13089,2018
zip-2018-438,30326,13089,2018
zip-2018-439,30341,13089,2018
zip-2018-440,30359,13089,2018
zip-2018-441,30346,13089,2018
zip-2018-442,31119,13089,2018
zip-2018-443,30074,13089,2018
zip-2018-444,30033,13089,2018
zip-2018-445,30035,13089,2018
zip-2018-446,30039,13089,2018
zip-2018-447,30316,13089,2018
zip-2018-448,30030,13089,2018
zip-2018-449,30036,13089,2018
zip-2018-450,30093,13089,2018
zip-2018-451,31145,13089,2018
zip-2018-452,30002,13089,2018
zip-2018-453,30012,13089,2018
zip-2018-454,30079,13089,2018
zip-2018-455,30087,13089,2018
zip-2018-456,30085,13089,2018
zip-2018-457,30294,13089,2018
zip-2018-458,30338,13089,2018
zip-2018-459,30345,13089,2018
zip-2018-460,30360,13089,2018
zip-2018-461,31141,13089,2018
zip-2018-462,30058,13089,2018
zip-2018-463,30094,13089,2018
zip-2018-464,30288,13089,2018
zip-2018-465,30307,13089,2018
zip-2018-466,30329,13089,2018
zip-2018-467,30340,13089,2018
zip-2018-468,30350,13089,2018
zip-2018-469,30366,13089,2018
zip-2018-470,30322,13089,2018
zip-2018-471,30034,13089,2018
zip-2018-472,30038,13089,2018
zip-2018-473,30084,13089,2018
zip-2018-474,30328,13089,2018
zip-2018-475,30333,13089,2018
zip-2018-476,31146,13089,2018
zip-2018-477,30021,13089,2018
zip-2018-478,30088,13089,2018
zip-2018-479,30306,13089,2018
zip-2018-480,30315,13089,2018
zip-2018-481,30317,13089,2018
zip-2018-482,30324,13089,2018
zip-2018-483,30037,13089,2018
zip-2018-484,30072,13089,2018
zip-2018-485,30086,13089,2018
zip-2018-486,30356,13089,2018
zip-2018-487,30362,13089,2018
zip-2018-488,39901,13089,2018
zip-2018-489,31011,13091,2018
zip-2018-490,31036,13091,2018
zip-2018-491,31037,13091,2018
zip-2018-492,31060,13091,2018
zip-2018-493,31022,13091,2018
zip-2018-494,31014,13091,2018
zip-2018-495,31012,13091,2018
zip-2018-496,31077,13091,2018
zip-2018-497,31023,13091,2018
zip-2018-498,31072,13093,2018
zip-2018-499,31007,13093,2018
zip-2018-500,31063,13093,2018
zip-2018-501,31092,13093,2018
zip-2018-502,31015,13093,2018
zip-2018-503,31071,13093,2018
zip-2018-504,31091,13093,2018
zip-2018-505,31051,13093,2018
zip-2018-506,31070,13093,2018
zip-2018-507,31791,13095,2018
zip-2018-508,31702,13095,2018
zip-2018-509,31721,13095,2018
zip-2018-510,39842,13095,2018
zip-2018-511,31703,13095,2018
zip-2018-512,31707,13095,2018
zip-2018-513,31701,13095,2018
zip-2018-514,31704,13095,2018
zip-2018-515,31708,13095,2018
zip-2018-516,31763,13095,2018
zip-2018-517,31706,13095,2018
zip-2018-518,31782,13095,2018
zip-2018-519,31705,13095,2018
zip-2018-520,30134,13097,2018
zip-2018-521,30185,13097,2018
zip-2018-522,30154,13097,2018
zip-2018-523,30127,13097,2018
zip-2018-524,30187,13097,2018
zip-2018-525,30168,13097,2018
zip-2018-526,30180,13097,2018
zip-2018-527,30122,13097,2018
zip-2018-528,30133,13097,2018
zip-2018-529,30135,13097,2018
zip-2018-530,30106,13097,2018
zip-2018-531,39841,13099,2018
zip-2018-532,39824,13099,2018
zip-2018-533,39823,13099,2018
zip-2018-534,39845,13099,2018
zip-2018-535,39861,13099,2018
zip-2018-536,39832,13099,2018
zip-2018-537,39813,13099,2018
zip-2018-538,39837,13099,2018
zip-2018-539,31636,13101,2018
zip-2018-540,31631,13101,2018
zip-2018-541,31648,13101,2018
zip-2018-542,31630,13101,2018
zip-2018-543,31649,13101,2018
zip-2018-544,31302,13103,2018
zip-2018-545,31312,13103,2018
zip-2018-546,31318,13103,2018
zip-2018-547,31303,13103,2018
zip-2018-548,31307,13103,2018
zip-2018-549,31407,13103,2018
zip-2018-550,30446,13103,2018
zip-2018-551,31326,13103,2018
zip-2018-552,31329,13103,2018
zip-2018-553,30635,13105,2018
zip-2018-554,30634,13105,2018
zip-2018-555,30624,13105,2018
zip-2018-556,30662,13105,2018
zip-2018-557,30457,13107,2018
zip-2018-558,31002,13107,2018
zip-2018-559,30448,13107,2018
zip-2018-560,30442,13107,2018
zip-2018-561,30450,13107,2018
zip-2018-562,30436,13107,2018
zip-2018-563,30471,13107,2018
zip-2018-564,30439,13107,2018
zip-2018-565,31049,13107,2018
zip-2018-566,30401,13107,2018
zip-2018-567,30441,13107,2018
zip-2018-568,30474,13107,2018
zip-2018-569,30464,13107,2018
zip-2018-570,30425,13107,2018
zip-2018-571,30477,13107,2018
zip-2018-572,30423,13109,2018
zip-2018-573,30420,13109,2018
zip-2018-574,30429,13109,2018
zip-2018-575,30421,13109,2018
zip-2018-576,30452,13109,2018
zip-2018-577,31321,13109,2018
zip-2018-578,30453,13109,2018
zip-2018-579,30417,13109,2018
zip-2018-580,30414,13109,2018
zip-2018-581,30427,13109,2018
zip-2018-582,30541,13111,2018
zip-2018-583,30555,13111,2018
zip-2018-584,30572,13111,2018
zip-2018-585,30559,13111,2018
zip-2018-586,30560,13111,2018
zip-2018-587,30522,13111,2018
zip-2018-588,30512,13111,2018
zip-2018-589,30513,13111,2018
zip-2018-590,30269,13113,2018
zip-2018-591,30214,13113,2018
zip-2018-592,30213,13113,2018
zip-2018-593,30276,13113,2018
zip-2018-594,30205,13113,2018
zip-2018-595,30238,13113,2018
zip-2018-596,30215,13113,2018
zip-2018-597,31169,13113,2018
zip-2018-598,30290,13113,2018
zip-2018-599,30124,13115,2018
zip-2018-600,30147,13115,2018
zip-2018-601,30701,13115,2018
zip-2018-602,30105,13115,2018
zip-2018-603,30165,13115,2018
zip-2018-604,30164,13115,2018
zip-2018-605,30103,13115,2018
zip-2018-606,30149,13115,2018
zip-2018-607,30125,13115,2018
zip-2018-608,30733,13115,2018
zip-2018-609,30129,13115,2018
zip-2018-610,30104,13115,2018
zip-2018-611,30161,13115,2018
zip-2018-612,30145,13115,2018
zip-2018-613,30173,13115,2018
zip-2018-614,30172,13115,2018
zip-2018-615,30747,13115,2018
zip-2018-616,30162,13115,2018
zip-2018-617,30534,13117,2018
zip-2018-618,30107,13117,2018
zip-2018-619,30506,13117,2018
zip-2018-620,30005,13117,2018
zip-2018-621,30024,13117,2018
zip-2018-622,30028,13117,2018
zip-2018-623,30041,13117,2018
zip-2018-624,30040,13117,2018
zip-2018-625,30097,13117,2018
zip-2018-626,30004,13117,2018
zip-2018-627,30520,13119,2018
zip-2018-628,30557,13119,2018
zip-2018-629,30633,13119,2018
zip-2018-630,30639,13119,2018
zip-2018-631,30521,13119,2018
zip-2018-632,30538,13119,2018
zip-2018-633,30577,13119,2018
zip-2018-634,30530,13119,2018
zip-2018-635,30516,13119,2018
zip-2018-636,30553,13119,2018
zip-2018-637,30662,13119,2018
zip-2018-638,30076,13121,2018
zip-2018-639,30312,13121,2018
zip-2018-640,30319,13121,2018
zip-2018-641,30339,13121,2018
zip-2018-642,30363,13121,2018
zip-2018-643,31131,13121,2018
zip-2018-644,30369,13121,2018
zip-2018-645,30296,13121,2018
zip-2018-646,30318,13121,2018
zip-2018-647,30326,13121,2018
zip-2018-648,30346,13121,2018
zip-2018-649,30358,13121,2018
zip-2018-650,30361,13121,2018
zip-2018-651,30301,13121,2018
zip-2018-652,30380,13121,2018
zip-2018-653,30075,13121,2018
zip-2018-654,30214,13121,2018
zip-2018-655,30310,13121,2018
zip-2018-656,30316,13121,2018
zip-2018-657,30314,13121,2018
zip-2018-658,30354,13121,2018
zip-2018-659,30355,13121,2018
zip-2018-660,30325,13121,2018
zip-2018-661,30377,13121,2018
zip-2018-662,30005,13121,2018
zip-2018-663,30009,13121,2018
zip-2018-664,30024,13121,2018
zip-2018-665,30213,13121,2018
zip-2018-666,30309,13121,2018
zip-2018-667,30334,13121,2018
zip-2018-668,30364,13121,2018
zip-2018-669,31106,13121,2018
zip-2018-670,30077,13121,2018
zip-2018-671,30385,13121,2018
zip-2018-672,30343,13121,2018
zip-2018-673,30308,13121,2018
zip-2018-674,30313,13121,2018
zip-2018-675,30337,13121,2018
zip-2018-676,30338,13121,2018
zip-2018-677,30344,13121,2018
zip-2018-678,30360,13121,2018
zip-2018-679,30023,13121,2018
zip-2018-680,30378,13121,2018
zip-2018-681,30098,13121,2018
zip-2018-682,30268,13121,2018
zip-2018-683,30291,13121,2018
zip-2018-684,30307,13121,2018
zip-2018-685,30303,13121,2018
zip-2018-686,30311,13121,2018
zip-2018-687,30342,13121,2018
zip-2018-688,30336,13121,2018
zip-2018-689,30350,13121,2018
zip-2018-690,30272,13121,2018
zip-2018-691,30302,13121,2018
zip-2018-692,30357,13121,2018
zip-2018-693,31126,13121,2018
zip-2018-694,31150,13121,2018
zip-2018-695,30368,13121,2018
zip-2018-696,30398,13121,2018
zip-2018-697,30022,13121,2018
zip-2018-698,30097,13121,2018
zip-2018-699,30305,13121,2018
zip-2018-700,30327,13121,2018
zip-2018-701,30328,13121,2018
zip-2018-702,30321,13121,2018
zip-2018-703,31136,13121,2018
zip-2018-704,30304,13121,2018
zip-2018-705,30004,13121,2018
zip-2018-706,30092,13121,2018
zip-2018-707,30306,13121,2018
zip-2018-708,30315,13121,2018
zip-2018-709,30317,13121,2018
zip-2018-710,30331,13121,2018
zip-2018-711,30324,13121,2018
zip-2018-712,30349,13121,2018
zip-2018-713,30332,13121,2018
zip-2018-714,31156,13121,2018
zip-2018-715,30396,13121,2018
zip-2018-716,30388,13121,2018
zip-2018-717,30534,13123,2018
zip-2018-718,30536,13123,2018
zip-2018-719,30705,13123,2018
zip-2018-720,30522,13123,2018
zip-2018-721,30540,13123,2018
zip-2018-722,30539,13123,2018
zip-2018-723,30175,13123,2018
zip-2018-724,30513,13123,2018
zip-2018-725,30810,13125,2018
zip-2018-726,30803,13125,2018
zip-2018-727,30828,13125,2018
zip-2018-728,30823,13125,2018
zip-2018-729,30820,13125,2018
zip-2018-730,31543,13127,2018
zip-2018-731,31520,13127,2018
zip-2018-732,31522,13127,2018
zip-2018-733,31523,13127,2018
zip-2018-734,31524,13127,2018
zip-2018-735,31527,13127,2018
zip-2018-736,31566,13127,2018
zip-2018-737,31561,13127,2018
zip-2018-738,31521,13127,2018
zip-2018-739,31525,13127,2018
zip-2018-740,30701,13129,2018
zip-2018-741,30746,13129,2018
zip-2018-742,30171,13129,2018
zip-2018-743,30103,13129,2018
zip-2018-744,30703,13129,2018
zip-2018-745,30733,13129,2018
zip-2018-746,30139,13129,2018
zip-2018-747,30734,13129,2018
zip-2018-748,30735,13129,2018
zip-2018-749,30175,13129,2018
zip-2018-750,30721,13129,2018
zip-2018-751,30732,13129,2018
zip-2018-752,39834,13131,2018
zip-2018-753,31779,13131,2018
zip-2018-754,31773,13131,2018
zip-2018-755,31792,13131,2018
zip-2018-756,39827,13131,2018
zip-2018-757,39828,13131,2018
zip-2018-758,31730,13131,2018
zip-2018-759,39897,13131,2018
zip-2018-760,39829,13131,2018
zip-2018-761,30677,13133,2018
zip-2018-762,30678,13133,2018
zip-2018-763,30665,13133,2018
zip-2018-764,30650,13133,2018
zip-2018-765,30642,13133,2018
zip-2018-766,30631,13133,2018
zip-2018-767,30669,13133,2018
zip-2018-768,30043,13135,2018
zip-2018-769,30078,13135,2018
zip-2018-770,30518,13135,2018
zip-2018-771,30548,13135,2018
zip-2018-772,30620,13135,2018
zip-2018-773,30010,13135,2018
zip-2018-774,30039,13135,2018
zip-2018-775,30515,13135,2018
zip-2018-776,30011,13135,2018
zip-2018-777,30024,13135,2018
zip-2018-778,30047,13135,2018
zip-2018-779,30093,13135,2018
zip-2018-780,30012,13135,2018
zip-2018-781,30017,13135,2018
zip-2018-782,30087,13135,2018
zip-2018-783,30360,13135,2018
zip-2018-784,30048,13135,2018
zip-2018-785,30052,13135,2018
zip-2018-786,30340,13135,2018
zip-2018-787,30350,13135,2018
zip-2018-788,30517,13135,2018
zip-2018-789,30680,13135,2018
zip-2018-790,30049,13135,2018
zip-2018-791,30091,13135,2018
zip-2018-792,30095,13135,2018
zip-2018-793,30003,13135,2018
zip-2018-794,30046,13135,2018
zip-2018-795,30071,13135,2018
zip-2018-796,30084,13135,2018
zip-2018-797,30097,13135,2018
zip-2018-798,30096,13135,2018
zip-2018-799,30519,13135,2018
zip-2018-800,30747,13135,2018
zip-2018-801,30019,13135,2018
zip-2018-802,30045,13135,2018
zip-2018-803,30044,13135,2018
zip-2018-804,30092,13135,2018
zip-2018-805,30042,13135,2018
zip-2018-806,30099,13135,2018
zip-2018-807,30511,13137,2018
zip-2018-808,30523,13137,2018
zip-2018-809,30510,13137,2018
zip-2018-810,30580,13137,2018
zip-2018-811,30531,13137,2018
zip-2018-812,30577,13137,2018
zip-2018-813,30571,13137,2018
zip-2018-814,30563,13137,2018
zip-2018-815,30535,13137,2018
zip-2018-816,30518,13139,2018
zip-2018-817,30527,13139,2018
zip-2018-818,30548,13139,2018
zip-2018-819,30564,13139,2018
zip-2018-820,30502,13139,2018
